Text,Score
                            هنأ جياني إنفانتيتو رئيس الاتحاد الدولي لكرة القدم، الفرنسي كريم بنزيما نجم اتحاد جدة السعودي بإنجازه في مونديال الأندية.                         ,5.9
                            يواجه رئيس نادي أنقرة غوجو التركي، فاروق قوجه، عقوبة السجن عقب اعتدائه بالضرب على الحكم خليل أوموت ميلر بعد مواجهة فريقه أمام تشايكور ريزه سبور، مساء الاثنين في الدوري التركي.                         ,5.4
                            قدم نادي كوبنهاغن هدية للجماهيره عقب تأهله للدور ثمن النهائي من دوري أبطال أوروبا لكرة القدم.                         ,7.2
                            سخر الإعلامي البريطاني الشهير بيرس مورغان من الهولندي إريك تين هاغ مدرب مانشستر يونايتد الإنجليزي، عقب توديع منافسات دوري أبطال أوروبا لكرة القدم.                         ,7.1
"                            أثارت لقطة تجمع بين إيغور كورونادو لاعب اتحاد جدة، والحكمة الأمريكية توري بينسو التي قادت مباراة ""النمور"" مع نظيره أوكلاند سيتي النيوزيلندي الثلاثاء موجة من التعليقات الطريفة.                         ",4.3
                            تحدث رئيس اللجنة المنظمة لدورة الألعاب الأولمبية 2024 في باريس توني إستانغيت، عن ردود الفعل على قبول الرياضيين الروس في المنافسة.                         ,3.7
                            أعلنت اللجنة الانتخابية لرابطة الدوري الإسباني للمحترفين، اليوم، الثلاثاء، عن تعيين خافيير تيباس رئيسا لها لمدة 4 سنوات قادمة.                         ,3.5
"                            أعلن الاتحاد الدولي لكرة القدم ""فيفا"" أفضل لاعب في مباراة الاتحاد وأوكلاند سيتي النيوزيلندي التي أقيمت مساء اليوم الثلاثاء في افتتاح كأس العالم للأندية 2023.                         ",8.1
                            ودع مانشستر يونايتد دوري أبطال أوروبا مبكرا بخسارته أمام بايرن ميونيخ 0-1، فيما حسم كوبنهاغن البطاقة الثانية لهذه المجموعة الأولى بفوزه على غلطة سراي1-0 في الجولة السادسة الأخيرة.                         ,5.2
                            حجز اتحاد جدة السعودي مقعده في ربع نهائي بطولة كأس العالم لكرة القدم، وذلك بفوزه على أوكلاند سيتي النيوزيلندي 3-0 يوم الثلاثاء على ملعب مدينة الملك عبد الله الرياضية في جدة.                         ,10.0
                            توفي لاعب يبلغ من العمر 21 عاما يدعى كايو هنريكي وأصيب خمسة لاعبين آخرين بجروح وحروق بعدما ضربت صاعقة رعدية أرض الملعب أثناء مباراة لكرة القدم للهواة في كأس البرازيل.                         ,7.8
                            تراجع مدرب نادي برشلونة، تشافي هرنانديز، عن قرار اتخذه أمس الاثنين بشأن استبعاد النجم البولندي روبرت ليفاندوفسكي عن مواجهة أنتويرب البلجيكي في دور المجموعات لدوري أبطال أوروبا.                         ,7.5
                            أسدل جيورجيو كيليني الستار على مسيرته في ملاعب كرة القدم عن 39 عاما، وذلك وفق ما أعلن المدافع الدولي الإيطالي السابق يوم الثلاثاء.                         ,6.3
"                            أعلن الاتحاد الدولي لكرة القدم ""فيفا""، يوم الثلاثاء، عن القائمة النهائية للمرشحين لجائزة أفضل حارس مرمى في العالم لعام 2023.                         ",6.0
                            أعلن نادي تشلسي لكرة القدم، يوم الثلاثاء، إصابة مدافعه وقائده الدولي الإنجليزي ريس جيمس في أوتار ركبته، وقد يكون غير متاح لمدة ثلاثة أشهر حسب ما ذكرت الصحافة الإنجليزية.                         ,6.1
                            علق رئيس نادي أنقرة غوجو، فاروق قوجة، على واقعة اعتدائه على الحكم خليل أوموت ملر الذي قاد مباراة فريقه ضد تشايكور ريزا سبور أمس الاثنين في الدوري التركي لكرة القدم.                         ,8.6
                            أوقف روميلو لوكاكو مهاجم روما، مباراة واحدة بعد طرده أمام فيورنتينا عقب عرقلته لكريستيان كوامي، في المرحلة الـ15 من الدوري الإيطالي، حسب ما أعلن الاتحاد المحلي يوم الثلاثاء.                         ,5.2
                            أثارت تشكيلة منتخب إفريقيا لعام 2023 التي كشف عنها الاتحاد القاري لكرة القدم خلال حفل توزيع جوائزه السنوية أمس الاثنين بمراكش المغربية جدلا واسعا بسبب غياب ياسين بونو ورياض محرز.                         ,7.0
"                            قال متحدث باسم شركة ""بوما"" (Puma) إن العلامة التجارية الألمانية ستنهي رعايتها للمنتخب الإسرائيلي لكرة القدم، عندما ينتهي عقدها في العام 2024.                         ",5.4
                            أجرى الرئيس التركي رجب طيب أردوغان اتصالا هاتفيا مع الحكم الدولي لكرة القدم خليل أوموت ملر، معربا له عن أسفه حيال حادث الاعتداء عليه عقب مباراة بالدوري المحلي أمس الاثنين.                         ,7.8
                            احتفل حارس نادي الهلال السعودي والمنتخب المغربي ياسين بونو،  مع والدته عقب تتويجه بجائزة أفضل حارس مرمى في إفريقيا.                         ,3.5
"                            علق الاتحاد الدولي لكرة القدم ""فيفا"" اليوم الثلاثاء، على واقعة اللكمة التي تلقاها أحد الحكام في الدوري التركي.                         ",5.8
                            احتفل النجم البرتغالي كريستيانو رونالدو قائد نادي النصر بطريقة مميزة، بوصوله للهدف رقم 50 في العام 2023.                         ,3.3
                            أحرز الروسي ألبرت باتيرجازييف لقب بطولة العالم الأولى للرابطة الدولية للملاكمة المحترفة بتغلبه على الكوبي لازارو ألفاريز بالنزال الرئيسي لوزن 60 كغ في النسخة الـ8 من ليلة الأبطال.                         ,6.0
                            كشف المستشار تركي آل الشيخ، رئيس الهيئة العامة للترفيه، عن مواعيد مباريات كأس موسم الرياض التي ستجمع الهلال والنصر وإنتر ميامي.                         ,2.9
                            رد كريستيانو رونالدو، قائد النصر، بسخرية، على محاولات جماهير الشباب استفزازه بترديد اسم غريمه التقليدي ليونيل ميسي، نجم برشلونة الأسبق وإنتر ميامي الأمريكي الحالي.                         ,3.2
"                            أعلن الاتحاد الإفريقي لكرة القدم ""كاف""، اليوم الاثنين، التشكيل المثالي في قارة إفريقيا عن عام 2023.                         ",4.0
                            علق الاتحاد التركي لكرة جميع مباريات الدوري المحلي بمختلف الدرجات إلى أجل غير مسمى، عقب حادثة الاعتداء على حكم مباراة نادي أنقرة غوجو ونظيره تشايكور ريزه سبور، مساء الاثنين.                         ,7.7
                            شهدت مباراة أنقرة غوجو أمام ريزا سبور، التي أقيمت ضمن لقاءات الجولة الـ15 من الدوري التركي لموسم 2023-2024، أحداث مؤسفة عقب صافرة النهاية.                         ,4.7
                            توج نجم المنتخب النيجيري ونادي نابولي الإيطالي لكرة القدم فيكتور أوسيمين بجائزة الكرة الذهبية الإفريقية لعام 2023، يوم الاثنين في حفل أقيم بمدينة مراكش المغربية.                         ,7.3
"                            تأهل فريق النصر إلى نصف نهائي كأس خادم الحرمين الشريفين لكرة القدم ""كأس السعودية""، باكتساحه مضيفه الشباب، بنتيجة 5-2  خلال مباراة جمعت الفريقين يوم الاثنين في ربع نهائي المسابقة.                         ",6.9
"                            فرض الاتحاد الأوروبي لكرة القدم ""يويفا""، يوم الاثنين، غرامة قدرها 40 ألف يورو على بايرن ميونيخ الألماني بسبب استخدام جماهيره قنابل دخانية خلال مباريات عدة في دوري أبطال أوروبا.                         ",7.7
"                            قدم الاتحاد الإفريقي لكرة القدم ""جوائز الأفضل"" في القارة السمراء لعام 2023، في حفل أقيم يوم الاثنين في مدينة مراكش المغربية.                         ",5.3
"                            حجز نادي الهلال مقعده في الدور نصف النهائي لكأس خادم الحرمين الشريفين ""كأس ملك السعودية"" لكرة القدم، بعد تغلبه على ضيفه التعاون بثلاثية دون رد مساء يوم الاثنين.                         ",6.8
                            عادت قضية اتهام المدافع الدولي المغربي أشرف حكيمي باغتصاب فتاة  تبلغ من العمر 24 عاما، للواجهة، بعد مواجهتهما للمرة الأولى من طرف القضاء الفرنسي.                         ,3.2
"                            أعلن الاتحاد اللبناني لكرة القدم، يوم الاثنين عودة المدرب المونتينيغري ميودراغ رادولوفيتش لتولي الإدارة الفنية لمنتخب ""الأرز""، بعد إقالة الكرواتي نيكولا يورتشيفيتش الجمعة الماضي.                         ",6.4
                            كشف المدير الفني لمانشستر سيتي، الإسباني بيب غوارديولا، عن طبيعة إصابة ثنائي فريقه، النجم النرويجي إيرلينغ هالاند والجناح البلجيكي جيرمي دوكو.                         ,2.9
"                            عاد المهاجم الدولي السابق السويدي زلاتان إبراهيموفيتش إلى ناديه السابق ميلان كمستشار، حسب ما أعلنت مالكة الفريق اللومباردي شركة ""ريد بيرد كابيتال بارتنرز"" يوم الاثنين.                         ",3.3
"                            احتفى نادي ليفربول الإنجليزي، بنجمه المصري محمد صلاح بعد وصوله للهدف رقم 200 مع ""الريدز"" في جميع المسابقات.                         ",4.2
"                            أكدت تقارير إيطالية فوز مهاجم نادي نابولي، النيجيري فيكتور أوسيمين بجائزة أفضل لاعب إفريقي لعام 2023، بعد غيابه عن تدريبات فريقه لحضور حفل توزيع جوائز ""الكاف"" مساء اليوم الاثنين.                         ",6.9
"                            يقدم الاتحاد الإفريقي لكرة القدم ""الكاف"" يوم الاثنين في حفله السنوي بمدينة مراكش المغربية جائزته المرموقة لأفضل لاعب إفريقي في العام، والمعروفة أكثر باسم الكرة الذهبية الإفريقية.                         ",6.7
                            مازال البطل الأولمبي الروسي في التزلج على الجليد رومان كوستوماروف يذهل الجميع بإرادته وقدرته على العودة للتزلج بعد أن فقد أطرافه.                         ,2.1
                            تقام غدا الثلاثاء وبعد غد الأربعاء آخر مباريات دور المجموعات لمسابقة دوري أبطال أوروبا لكرة القدم بإجراء لقاءات الجولة السادسة والأخيرة.                         ,7.7
"                            كشفت مصادر في الهلال السعودي موقف الحارس المغربي ياسين بونو من حضور حفل جوائز الاتحاد الإفريقي ""كاف""، المقرر مساء اليوم الاثنين في المغرب.                         ",3.1
                            جمعت لجنة الانضباط والأخلاق في اتحاد كرة القدم السعودي 3.3 مليون ريال سعودي جراء قراراتها العقابية بحق الأندية، بعد مرور 15 جولة فقط من عمر دوري روشن.                         ,5.9
"                            أسند الاتحاد الدولي لكرة القدم ""فيفا"" طاقم تحكيم نسائيا لمباراة الاتحاد وأوكلاند سيتي النيوزيلندي، في افتتاح كأس العالم للأندية 2023.                         ",6.0
                            كشف الفرنسي كريم بنزيما مهاجم اتحاد جدة، تشكيل أحلامه، الذي شهد تواجد البرازيلي رونالدينيو نجم برشلونة الأسبق.                         ,2.5
"                            استعان جوزيه مورينيو مدرب روما بحامل الكرات لإرسال تعليماته خلال مباراة الفريق مع نادي فيورنتينا، التي أقيمت على أرض ملعب ""الأولمبيكو"" ضمن مباريات الدوري الإيطالي أمس الأحد.                         ",7.5
                            تلقى جونيور برومادو، مهاجم هانزا روستوك، المنافس بدوري الدرجة الثانية الألماني، بطاقة حمراء، بعد نصف ساعة من ارتكابه المخالفة التي تسببت في طرده، خلال لقاء فريقه مع شالكه، الأحد.                         ,3.7
                            سيتم منع المشجعين الإسبان من السفر إلى فرنسا لحضور مواجهة إشبيلية ولانس الفرنسي غدا الثلاثاء، ضمن الجولة الأخيرة من دور المجموعات لدوري أبطال أوروبا لكرة القدم.                         ,7.4
                            استقر الجهاز الفني لاتحاد جدة على بديل للاعبه البرازيلي فيليبي لويز، الذي سيغيب عن قائمة الفريق في كأس العالم للأندية.                         ,3.6
"                            تغلب نادي جيرونا على مضيفه وجاره برشلونة بأربعة أهداف لهدفين يوم الأحد في ديربي كتالونيا ضمن المرحلة الـ16 من مسابقة الدوري الإسباني لكرة القدم ""الليغا"".                         ",7.3
                            حقق نادي توتنهام فوزا عريضا ومستحقا على حساب ضيفه نيوكاسل بنتيجة 4-1 في مباراة جمعتهما يوم الأحد في قمة المرحلة الـ16 من الدوري الإنجليزي الممتاز لكرة القدم.                         ,9.1
"                            أعلن رئيس الاتحاد الجزائري لكرة القدم، وليد صادي، يوم الأحد، مقاطعته لحفل توزيع جوائز الاتحاد الإفريقي للعبة ""كاف""، والمقرر إقامته غدا الاثنين بمدينة مراكش المغربية.                         ",5.7
                            عاد مانشستر سيتي حامل اللقب إلى سكة الانتصارات إثر تغلبه على مضيفه لوتون تاون المتواضع بصعوبة 2-1 يوم الأحد في المرحلة الـ16 من الدوري الإنجليزي الممتاز لكرة القدم.                         ,6.8
"                            ألغيت مباراة غرناطة ضد ضيفه أتلتيك بلباو يوم الأحد في الدوري الإسباني لكرة القدم بعد وفاة أحد المشجعين على مدرّجات ملعب ""نويفو لوس كارمينيس"".                         ",7.2
                            صعد أتلتيكو مدريد إلى المركز الثالث مؤقتا، بعد فوزه على ضيفه ألميريا 2-1 ضمن المرحلة الـ16 من الدوري الإسباني لكرة القدم، في انتظار لقاء برشلونة أمام جيرونا في ختام مباريات اليوم.                         ,8.7
                            سجل المهاجم الكولومبي لويس مورييل هدفا بطريقة مميزة للغاية لفريقه أتالانتا في مرمى نادي ميلان، خلال مباراة جمعت الفريقين أمس السبت ضمن الجولة الـ15 من الدوري الإيطالي.                         ,5.9
                            يغيب المهاجم النرويجي إرلينغ هالاند عن مباراة فريقه مانشستر سيتي ضد مضيفه لوتون تاون المقررة مساء اليوم الأحد في المرحلة الـ16 من الدوري الإنجليزي، بسبب إصابة في قدمه.                         ,5.2
                            يغيب مدافع نادي برشلونة ماركوس ألونسو عن ديربي كتالونيا ضد جيرونا، ثاني الدوري الإسباني لكرة القدم، في منافسات المرحلة السادسة عشرة مساء اليوم الأحد بسبب آلام في الظهر.                         ,7.6
"                            تتجه أنظار عشاق كرة القدم الإفريقية مساء غد الاثنين إلى مدينة مراكش المغربية التي ستستضيف حفل الاتحاد الإفريقي للعبة ""الكاف""، لتوزيع جوائزه السنوية بينها جائزة ""لاعب العام"".                         ",6.7
"                            كشف الفنان المصري محمد رمضان عن تعرضه لموقف محرج خلال مشاركته في تصوير أغنية ""أكوابا"" الرسمية لبطولة كأس أمم إفريقيا لكرة القدم لعام 2024.                         ",7.2
                            أعرب النجم المصري محمد صلاح عن سعادته بقيادته فريقه ليفربول للفوز على مضيفه كريستال بالاس 2-1 أمس السبت، ضمن منافسات الجولة الـ16 من الدوري الإنجليزي الممتاز.                         ,7.4
                            وقع لاعب البيسبول الياباني، شوهي أوهتاني، عقدا مدته عشر سنوات مع فريق لوس أنجلوس دودجرز الأمريكي بقيمة 700 مليون دولار، وفقا لما ذكره موقع دوري البيسبول الرئيسي (MLB).                         ,4.4
"                            تستعد مدينة مراكش المغربية لاستضافة حفل توزيع جوائز الاتحاد الإفريقي لكرة القدم ""الكاف"" على أفضل النجوم الأفارقة، الذين تألقوا في المسابقات القارية والعالمية في موسم 2022-2023.                         ",6.6
                            أدار طاقم تحكيم روسي بقيادة الحكم كيريل ليفنيكوف مواجهة الأهلي وضيفه الرائد أمس السبت، لحساب المرحلة الـ16 من دوري روشن السعودي لكرة القدم.                         ,5.5
                            أنعش الوداد المغربي آماله في حجز إحدى بطاقتي المجموعة الثانية بفوزه في الرمق الأخير على ضيفه سيمبا التنزاني 1-0، في الجولة الثالثة من دور المجموعات لدوري أبطال إفريقيا لكرة القدم.                         ,8.6
                            كشف الاتحاد السعودي لكرة القدم، عن الكرة الرسمية لبطولة كأس العالم للأندية 2023 والتي ستقام على الأراضي السعودية.                         ,6.6
                            شهدت مواجهة منتخب سوريا تحت 14 عام للإناث أمام نظيره اللبناني ضمن منافسات بطولة غرب آسيا لكرة السلة، لقطة طريفة.                         ,6.0
"                            سقط ريال مدريد في فخ التعادل (1-1) خلال مواجهة ريال بيتيس، مساء اليوم السبت، ضمن الجولة 16 من الليغا، في معقل الأخير ""بينتو فيامارين"".                         ",4.0
                            توج الأهلي بكأس السوبر المصري لكرة اليد للمرة الأولى في تاريخه، السبت، بعد الفوز على غريمه التقليدي الزمالك بفارق ضئيل 26-24.                         ,4.5
                            وجه آينتراخت فرانكفورت، صفعة لضيفه بايرن ميونخ، بعدما أسقطه بنتيجة 5-1 اليوم السبت، في الجولة 14 من عمر الدوري الألماني لكرة القدم.                         ,6.2
"                            أعلن الاتحاد الآسيوي لكرة القدم أن نادي ""جبل المكبر"" الفلسطيني انسحب من كأس الاتحاد الآسيوي لكرة القدم، بسبب الحرب الدائرة في قطاع غزة.                         ",5.5
                            قرر الاتحاد اللبناني لكرة القدم، فك الارتباط مع المدير الفني لمنتخبه الأول الكرواتي نيكولا يورسيفيتش، حيث تم الاتفاق بين الطرفين على فسخ العقد بالتراضي.                         ,5.6
                            أثنى خوان لابورتا رئيس نادي برشلونة الإسباني، على التطور الهائل الحاصل في دوري روشن السعودي، مؤكداً متابعته لبعض مبارياته، لكن في الوقت نفسه أشار إلى أن هناك ما ينغص هذا التطور.                         ,5.5
                            قاد النجم المصري محمد صلاح فريقه ليفربول  إلى صدارة الدوري الإنجليزي بعد الفوز على مضيفه كريستال بالاس 2-1 في المباراة التي جمعتهما اليوم السبت ضمن منافسات الدوري الإنجليزي الممتاز                         ,9.3
                            رفض السباح الروسي كليمنت كوليسنيكوف الحاصل على ميداليتين أولمبيتين المشاركة في دورة الألعاب الأولمبية 2024 المقررة في باريس.                         ,2.6
                            تحدث الألماني يورجن كلوب مدرب ليفربول عن الفترة التي سيغيب خلالها نجمه المصري محمد صلاح عن الفريق بسبب مشاركته في كأس الأمم الإفريقية.                         ,4.7
                            واصل الاتحاد الدولي لألعاب القوى التزامه بقرار منع الرياضيين الروس من المشاركة في بطولاته، رغم قرار اللجنة الأولمبية الدولية السماح لهم بالمنافسة محايدين في أولمبياد باريس.                         ,3.4
                            سمحت اللجنة الأولمبية الدولية للرياضيين من روسيا وبيلاروسيا بالمشاركة في الألعاب الأولمبية في باريس، كرياضيين ذوي وضعية وطنية محايدة.                         ,3.5
"                            حقق الروسي سيرجي أجادجانيان صاحب الرقم القياسي العالمي في سحب المعدات الثقيلة وأرقام القوة الملقب بـ""هالك الروسي""، رقما قياسيا عالميا جديدا.                         ",2.9
                            واصل ليونيل سكالوني المدير الفني للمنتخب الأرجنتيني إثارة الجدل حول مستقبله مع راقصي التانغو خلال الفترة المقبلة.                         ,2.5
                            تتجه أنظار عشاق كرة القدم، مساء اليوم الاثنين، صوب مدينة جدة السعودية، التي تحتضن المباراة المرتقبة بين فريقي الأهلي المصري وفلومينينسي البرازيلي، ضمن بطولة كأس العالم للأندية.                         ,8.3
"                            رفضت اللاعبة الأوكرانية مارتا كاستيوك مواجهة جارتها الروسية ميرا أندرييفا، في المباراة النهائية لبطولة ""Negometal Open"" الاستعراضية للتنس للسيدات، في فرنسا.                         ",7.7
"                            وجه نادي الأهلي المصري رسالة شكر للسعودية على ""حفاوة الاستقبال""، مؤكدا على ثقته بأن الجماهير السعودية ستسانده في مشواره ضمن بطولة كأس العالم للأندية لكرة القدم، المقامة في الرياض.                         ",9.3
                            أفاد نادي لوتون تاون الإنجليزي لكرة القدم، بأن لاعبه توم لوكيير ما زال في المستشفى، ويخضع للاختبارات والفحوصات بعد تعرضه لسكتة قلبية، خلال المباراة أمام بورنموث، يوم السبت الماضي.                         ,7.7
                            خطف السباحون والسباحات الروس الأضواء، خلال مشاركتهم في مسابقة عرض الأزياء، وذلك ضمن بطولة كأس سالنيكوف للسباحة، التي تستضيفها مدينة سان بطرسبورغ الروسية.                         ,3.9
                            أسفرت قرعة ملحق مسابقة الدوري الأوروبي، التي جرى سحبها اليوم الاثنين، في مقر الاتحاد الأوروبي بمدينة نيون السويسرية، عن مباريات مثيرة أبرزها مواجهة فينورد الهولندي وروما الإيطالي.                         ,5.1
                            كشف البرتغالي جوزيه مورينيو المدير الفني لروما، مفاجأة بخصوص المصري محمد صلاح نجم ليفربول.                         ,3.0
                            أسفرت قرعة ثمن نهائي دوري أبطال أوروبا، والمقامة حاليا في مدينة نيون السويسرية، عن مواجهة معقدة لبرشلونة، ومواجهات سهلة لمانشستر سيتي، ريال مدريد، وبايرن ميونخ، وباريس سان جيرمان.                         ,6.0
"                            تم طرد ديوغو دالوت، لاعب مانشستر يونايتد، خلال مواجهة الفريق لمنافسه ليفربول، على أرض ملعب ""أنفيلد""، الأحد، ضمن منافسات الدوري الإنجليزي الممتاز (البريميرليغ).                         ",5.5
                            أعلن الاتحاد الدولي للشطرنج، الأحد، استضافة العاصمة الإماراتية أبوظبي أولمبياد الشطرنج 2028.                         ,1.2
                            توج المنتخب المصري للإسكواش بلقب بطولة العالم بعد تغلبه على نظيره الإنجليزي في نهائي البطولة التي استضافتها نيوزيلندا خلال الفترة بين 11 إلى 17 ديسمبر الجاري.                         ,7.4
                            عاش المدافع المغربي أشرف حكيمي لحظة تاريخية بمشاركته في مباراة باريس سان جيرمان ضد ليل، خلال التعادل مع صاحب الأرض 1-1 مساء أمس الأحد، ضمن منافسات الدوري الفرنسي لكرة القدم.                         ,9.4
                            أعلن البطل الأولمبي الروسي يفغيني ريلوف رفضه المشاركة في دورة الألعاب الأولمبية 2024 تحت شروط اللجنة الأولمبية الدولية.                         ,2.6
                            صدر تعليق من مسؤول في اللجنة الأولمبية الدولية، مرة أخرى عن قبول الروس في دورة الألعاب الأولمبية باريس 2024.                         ,2.7
"                            استحدث الاتحاد الدولي لكرة القدم ""فيفا""، الأحد، بطولة جديدة للأندية أبطال القارات، لتحل محل كأس العالم للأندية بنظامها الحالي.                         ",6.7
                            سجل الجناح إبراهيم دياز هدفا عالميا لفريقه ريال مدريد في شباك فياريال خلال مباراة جمعت الفريقين يوم الأحد في المرحلة الـ17 من الدوري الإسباني.                         ,5.6
                            أبدى المدير الفني لنادي ليفربول، الألماني يورغن كلوب، استياءه من تضييع لاعبيه للفرص السانحة خلال مواجهة مانشستر يونايتد يوم الأحد في قمة المرحلة الـ17 من الدوري الإنجليزي.                         ,6.7
"                            فشل نادي ليفربول في استعادة صدارة الدوري الإنجليزي من أرسنال بتعثره بنتيجة التعادل السلبي مع ضيفه وغريمه مانشستر يونايتد يوم الأحد في قمة المرحلة الـ17 من ""لبريمير ليغ"".                         ",7.6
"                            رد نجم نادي الهلال، سلمان الفرج على مدربه البرتغالي جورجي جيسوس الذي استبعده من مواجهة ""الزعيم"" ضد الوحدة، الجمعة الماضي لحساب الأسبوع الـ17 من دوري روشن السعودي للمحترفين.                         ",6.0
"                            استعاد أرسنال توازنه والصدارة مؤقتا بفوزه على ضيفه برايتون 2-0 الأحد على ملعب ""الإمارات"" في لندن في المرحلة الـ17 من الدوري الإنجليزي الممتاز لكرة القدم.                         ",8.1
                            أعلن المدير الفني لنادي ليفربول، الألماني يورغن كلوب، تشكيلة فريقه لمواجهة ضيفه مانشستر يونايتد، يوم الأحد، في قمة المرحلة الـ17 من الدوري الإنجليزي الممتاز.                         ,5.6
                            توج باريس سان جيرمان بطلا للخريف في الدوري الفرنسي لكرة القدم قبل مواجهته ضد ليل مساء اليوم الأحد، وذلك لخسارة مطارده المباشر نيس أمام لوهافر 1-3 في المرحلة الـ16.                         ,6.9
                            حقق نادي ميلان فوزا كبيرا على ضيفه مونزا بثلاثية دون رد في مباراة جمعتهما يوم الأحد لحساب المرحلة الـ16 من الدوري الإيطالي لكرة القدم.                         ,8.8
"                            فرض الاتحاد الدولي لكرة القدم ""فيفا""، عقوبة مالية على نادي الأهلي المصري، وذلك عقب فوزه أمام الاتحاد السعودي 3-1 الجمعة الماضي في الدور ربع النهائي لمونديال الأندية.                         ",8.3
                            وصل فريق مانشستر سيتي الإنجليزي صباح يوم الأحد إلى مدينة جدة السعودية للمشاركة في بطولة كأس العالم للأندية لكرة القدم.                         ,6.8
"                            يواجه الأهلي المصري معضلة ""تاريخية"" عندما يلعب ضد فلوميننسي البرازيلي غدا الاثنين على ملعب مدينة الملك عبد الله الرياضية في جدة، وذلك في نصف نهائي مونديال الأندية.                         ",5.9
                            علق مدرب مانشستر سيتي، الإسباني بيب غوارديولا على تعثر فريقه بنتيجة 2-2 أمام ضيفه كريستال بالاس، أمس السبت في المرحلة الـ17 من الدوري الإنجليزي الممتاز لكرة القدم.                         ,7.5
                            خطف المهاجم النيجيري فيكتور أوسيمين، الأنظار في لقاء فريقه نابولي ضد ضيفه كالياري (2-1) أمس السبت في المرحلة الـ16 من الدوري الإيطالي، بتسجيله لهدف وصناعته للثاني بطريقة مذهلة.                         ,4.4
                            أقال نادي إشبيلية مدربه الأوروغوياني دييغو ألونسو، بعد الهزيمة 0-3 على أرضه أمام خيتافي في الدوري الإسباني لكرة القدم أمس السبت.                         ,7.7
"                            تتجه أنظار عشاق كرة القدم، مساء اليوم الأحد إلى ملعب ""أنفيلد"" الذي سيكون مسرحا لموقعة ليفربول وضيفه مانشستر يونايتد في قمة المرحلة الـ17 من الدوري الإنجليزي الممتاز.                         ",7.5
                            عبر المدير الفني لنادي برشلونة، تشافي هرنانديز، عن خيبة أمله عقب تعثر فريقه بالتعادل 1-1 أمام مضيفه فالنسيا، أمس السبت، ضمن منافسات الجولة الـ17 من الدوري الإسباني لكرة القدم.                         ,8.5
                            فرض نادي فالنسيا التعادل الإيجابي بنتيجة 1-1 على ضيفه برشلونة في مباراة جمعتهما لحساب منافسات الجولة الـ17من بطولة الدوري الإسباني لكرة القدم.                         ,10.0
                            قاد الجناح الإسباني نيكو وليامز، فريقه أتلتيك بلباو لتحقيق فوز ثمين على حساب ضيفه أتلتيكو مدريد بهدفين دون رد يوم السبت ضمن منافسات المرحلة الـ17 من الدوري الإسباني لكرة القدم.                         ,7.8
                            أعلن لوتون تاون تعرض قائده توم لوكيير، لسكتة قلبية في المباراة التي كانت تجمعه بنادي بورنموث يوم السبت في الجولة الـ17 من الدوري الإنجليزي والتي تم تعليقها بسبب هذا الحادث الطبي.                         ,6.3
                            سقط مانشستر سيتي حامل اللقب في فخ التعادل 2-2 مع ضيفه كريستال بالاس في مباراة جمعتهما يوم  السبت ضمن المرحلة الـ17 من بطولة الدوري الإنجليزي الممتاز لكرة القدم.                         ,10.0
"                            توقفت مباراة بورنموث ولوتون تاون المقامة الآن على ملعب ""فيتاليتي"" لحساب الجولة الـ17 من الدوري الإنجليزي الممتاز لكرة القدم بعد سقوط توم لوكيير، قائد لوتون تاون، بشكل مفاجئ.                         ",7.6
                            كشف مدرب نادي الهلال، جورج جيسوس، سبب استبعاده قائد فريقه سلمان الفرج، من مواجهة الوحدة أمس الجمعة لحساب الأسبوع الـ17 من دوري روشن السعودي للمحترفين.                         ,4.9
                            واصل المدير الفني لنادي باريس سان جيرمان، الإسباني لويس إنريكي، سياسته بتوجيه رسائل شديدة اللهجة لنجم فريقه، الدولي الفرنسي كيليان مبابي.                         ,3.7
                            اعتذر مدافع الأهلي المصري، التونسي علي معلول عن سوء الفهم الذي حدث، بسبب احتفاله بهدفه في مرمى الاتحاد السعودي خلال مباراة الفريقين أمس الجمعة في ربع نهائي مونديال الأندية.                         ,5.3
                            حقق توتنهام فوزه الثاني تواليا حيث يستمر في سعيه لاحتلال أحد المراكز الأربعة الأولى وذلك بفوزه على نونتغهام فوريست 2-0  في افتتاح المرحلة الـ17 من الدوري الإنجليزي لكرة القدم.                         ,7.7
                            وجه الإعلامي السعودي وليد الفراج، رسالة إلى جماهير الأهلي المصري، بعد فوز فريقها على اتحاد جدة السعودي 3-1 أمس الجمعة، في ربع نهائي بطولة كأس العالم للأندية.                         ,6.7
                            أعلن مدرب مانشستر يونايتد، إريك تين هاغ، أن المدافع هاري ماغواير سيغيب بسبب الإصابة عن لقاء يونايتد ضد ليفربول المقرر غدا الأحد في قمة المرحلة الـ17 من الدوري الإنجليزي الممتاز.                         ,7.0
                            قرر رئيس الأهلي المصري، محمود الخطيب، صرف مكافأة إجادة خاصة للاعبي فريقه بعد فوزهم أمس الجمعة على اتحاد جدة ‏السعودي 3-1، وتأهلهم إلى نصف نهائي كأس العالم للأندية.                         ,6.0
                            أعلن نادي الوداد البيضاوي المغربي لكرة القدم، انفصاله عن مدربه عادل رمزي بالتراضي، بعد خمسة أشهر فقط على توليه هذه المهمة، وفق ما أعلنت إدارة النادي أمس الجمعة.                         ,6.8
